id,slug,url
22788,betis-valencia,https://www.futbolfantasy.com/partidos/22788-betis-valencia
22789,real-sociedad-athletic,https://www.futbolfantasy.com/partidos/22789-real-sociedad-athletic
22790,athletic-malaga,https://www.futbolfantasy.com/partidos/22790-athletic-malaga
22791,alaves-levante,https://www.futbolfantasy.com/partidos/22791-alaves-levante
22792,getafe-elche,https://www.futbolfantasy.com/partidos/22792-getafe-elche
22793,osasuna-real-sociedad,https://www.futbolfantasy.com/partidos/22793-osasuna-real-sociedad
22794,rayo-deportivo,https://www.futbolfantasy.com/partidos/22794-rayo-deportivo
22795,betis-espanyol,https://www.futbolfantasy.com/partidos/22795-betis-espanyol
22796,real-madrid-barcelona,https://www.futbolfantasy.com/partidos/22796-real-madrid-barcelona
22797,racing-sevilla,https://www.futbolfantasy.com/partidos/22797-racing-sevilla
22798,valencia-atletico,https://www.futbolfantasy.com/partidos/22798-valencia-atletico
22799,villarreal-celta,https://www.futbolfantasy.com/partidos/22799-villarreal-celta
22800,atletico-rayo,https://www.futbolfantasy.com/partidos/22800-atletico-rayo
22801,deportivo-alaves,https://www.futbolfantasy.com/partidos/22801-deportivo-alaves
22802,elche-athletic,https://www.futbolfantasy.com/partidos/22802-elche-athletic
22803,espanyol-valencia,https://www.futbolfantasy.com/partidos/22803-espanyol-valencia
22804,levante-getafe,https://www.futbolfantasy.com/partidos/22804-levante-getafe
22805,malaga-celta,https://www.futbolfantasy.com/partidos/22805-malaga-celta
22806,osasuna-betis,https://www.futbolfantasy.com/partidos/22806-osasuna-betis
22807,real-madrid-racing,https://www.futbolfantasy.com/partidos/22807-real-madrid-racing
22808,real-sociedad-barcelona,https://www.futbolfantasy.com/partidos/22808-real-sociedad-barcelona
22809,sevilla-villarreal,https://www.futbolfantasy.com/partidos/22809-sevilla-villarreal
22810,alaves-real-madrid,https://www.futbolfantasy.com/partidos/22810-alaves-real-madrid
22811,atletico-athletic,https://www.futbolfantasy.com/partidos/22811-atletico-athletic
22812,celta-real-sociedad,https://www.futbolfantasy.com/partidos/22812-celta-real-sociedad
22813,deportivo-espanyol,https://www.futbolfantasy.com/partidos/22813-deportivo-espanyol
22814,barcelona-malaga,https://www.futbolfantasy.com/partidos/22814-barcelona-malaga
22815,rayo-betis,https://www.futbolfantasy.com/partidos/22815-rayo-betis
22816,racing-levante,https://www.futbolfantasy.com/partidos/22816-racing-levante
22817,sevilla-getafe,https://www.futbolfantasy.com/partidos/22817-sevilla-getafe
22818,valencia-elche,https://www.futbolfantasy.com/partidos/22818-valencia-elche
22819,villarreal-osasuna,https://www.futbolfantasy.com/partidos/22819-villarreal-osasuna
22820,athletic-rayo,https://www.futbolfantasy.com/partidos/22820-athletic-rayo
22821,elche-racing,https://www.futbolfantasy.com/partidos/22821-elche-racing
22822,espanyol-alaves,https://www.futbolfantasy.com/partidos/22822-espanyol-alaves
22823,getafe-barcelona,https://www.futbolfantasy.com/partidos/22823-getafe-barcelona
22824,levante-celta,https://www.futbolfantasy.com/partidos/22824-levante-celta
22825,malaga-sevilla,https://www.futbolfantasy.com/partidos/22825-malaga-sevilla
22826,osasuna-valencia,https://www.futbolfantasy.com/partidos/22826-osasuna-valencia
22827,betis-atletico,https://www.futbolfantasy.com/partidos/22827-betis-atletico
22828,real-madrid-deportivo,https://www.futbolfantasy.com/partidos/22828-real-madrid-deportivo
22829,real-sociedad-villarreal,https://www.futbolfantasy.com/partidos/22829-real-sociedad-villarreal
22887,brentford-chelsea,https://www.futbolfantasy.com/partidos/22887-brentford-chelsea
22888,tottenham-aston-villa,https://www.futbolfantasy.com/partidos/22888-tottenham-aston-villa
22889,brighton-arsenal,https://www.futbolfantasy.com/partidos/22889-brighton-arsenal
22890,everton-ipswich-town,https://www.futbolfantasy.com/partidos/22890-everton-ipswich-town
22891,leeds-united-crystal-palace,https://www.futbolfantasy.com/partidos/22891-leeds-united-crystal-palace
22892,man-city-sunderland,https://www.futbolfantasy.com/partidos/22892-man-city-sunderland
22893,newcastle-hull-city,https://www.futbolfantasy.com/partidos/22893-newcastle-hull-city
22894,nott-forest-coventry-city,https://www.futbolfantasy.com/partidos/22894-nott-forest-coventry-city
22895,bournemouth-liverpool,https://www.futbolfantasy.com/partidos/22895-bournemouth-liverpool
22896,fulham-man-united,https://www.futbolfantasy.com/partidos/22896-fulham-man-united
23260,ceuta-valladolid,https://www.futbolfantasy.com/partidos/23260-ceuta-valladolid
23261,albacete-cordoba,https://www.futbolfantasy.com/partidos/23261-albacete-cordoba
23262,almeria-celta-fortuna,https://www.futbolfantasy.com/partidos/23262-almeria-celta-fortuna
23263,castellon-tenerife,https://www.futbolfantasy.com/partidos/23263-castellon-tenerife
23264,eldense-eibar,https://www.futbolfantasy.com/partidos/23264-eldense-eibar
23265,sabadell-real-oviedo,https://www.futbolfantasy.com/partidos/23265-sabadell-real-oviedo
23266,cadiz-girona,https://www.futbolfantasy.com/partidos/23266-cadiz-girona
23267,andorra-sporting,https://www.futbolfantasy.com/partidos/23267-andorra-sporting
23268,las-palmas-burgos,https://www.futbolfantasy.com/partidos/23268-las-palmas-burgos
23269,leganes-granada,https://www.futbolfantasy.com/partidos/23269-leganes-granada
23270,r-sociedad-b-mallorca,https://www.futbolfantasy.com/partidos/23270-r-sociedad-b-mallorca
23707,milan-lecce,https://www.futbolfantasy.com/partidos/23707-milan-lecce
23708,roma-inter,https://www.futbolfantasy.com/partidos/23708-roma-inter
23709,bologna-torino,https://www.futbolfantasy.com/partidos/23709-bologna-torino
23710,monza-sassuolo,https://www.futbolfantasy.com/partidos/23710-monza-sassuolo
23711,parma-genoa,https://www.futbolfantasy.com/partidos/23711-parma-genoa
23712,udinese-cagliari,https://www.futbolfantasy.com/partidos/23712-udinese-cagliari
23713,venezia-lazio,https://www.futbolfantasy.com/partidos/23713-venezia-lazio
23714,fiorentina-napoli,https://www.futbolfantasy.com/partidos/23714-fiorentina-napoli
23715,frosinone-como,https://www.futbolfantasy.com/partidos/23715-frosinone-como
23716,juventus-atalanta,https://www.futbolfantasy.com/partidos/23716-juventus-atalanta
24254,b-leverkusen-celje,https://www.futbolfantasy.com/partidos/24254-b-leverkusen-celje
24255,hapoel-beer-sheva-d-zagreb,https://www.futbolfantasy.com/partidos/24255-hapoel-beer-sheva-d-zagreb
24256,ararat-armenia-sparta-praga,https://www.futbolfantasy.com/partidos/24256-ararat-armenia-sparta-praga
24257,milan-benfica,https://www.futbolfantasy.com/partidos/24257-milan-benfica
24258,omonia-celta,https://www.futbolfantasy.com/partidos/24258-omonia-celta
24259,olympiacos-jagiellonia,https://www.futbolfantasy.com/partidos/24259-olympiacos-jagiellonia
24260,anderlecht-o-lyon,https://www.futbolfantasy.com/partidos/24260-anderlecht-o-lyon
24261,sturm-graz-stade-rennais,https://www.futbolfantasy.com/partidos/24261-sturm-graz-stade-rennais
24262,sunderland-az,https://www.futbolfantasy.com/partidos/24262-sunderland-az
24263,levski-rb-salzburg,https://www.futbolfantasy.com/partidos/24263-levski-rb-salzburg
24264,ofi-creta-hoffenheim,https://www.futbolfantasy.com/partidos/24264-ofi-creta-hoffenheim
24265,besiktas-o-marsella,https://www.futbolfantasy.com/partidos/24265-besiktas-o-marsella
24266,celtic-ferencvaros,https://www.futbolfantasy.com/partidos/24266-celtic-ferencvaros
24267,crystal-palace-lech,https://www.futbolfantasy.com/partidos/24267-crystal-palace-lech
24268,v-plzen-union-saint-gilloise,https://www.futbolfantasy.com/partidos/24268-v-plzen-union-saint-gilloise
24269,juventus-nec,https://www.futbolfantasy.com/partidos/24269-juventus-nec
24270,lillestrom-torreense,https://www.futbolfantasy.com/partidos/24270-lillestrom-torreense
24271,real-sociedad-bournemouth,https://www.futbolfantasy.com/partidos/24271-real-sociedad-bournemouth
