fuente,jornada,jugador,equipo,puntos,jugo,capturado
mixto2,7,Íñigo Ruiz de Galarreta R. de Galarreta,Athletic,6.0,1,2026-09-25
mixto2,5,Íñigo Ruiz de Galarreta R. de Galarreta,Athletic,4.0,1,2026-09-25
mixto2,4,Íñigo Ruiz de Galarreta R. de Galarreta,Athletic,3.0,1,2026-09-25
mixto2,3,Íñigo Ruiz de Galarreta R. de Galarreta,Athletic,7.0,1,2026-09-25
mixto2,1,Íñigo Ruiz de Galarreta R. de Galarreta,Athletic,,0,2026-09-25
mixto2,2,Íñigo Ruiz de Galarreta R. de Galarreta,Athletic,2.0,1,2026-09-25
mixto2,7,Aymeric Laporte Laporte,Athletic,6.0,1,2026-09-25
mixto2,5,Aymeric Laporte Laporte,Athletic,4.0,1,2026-09-25
mixto2,4,Aymeric Laporte Laporte,Athletic,6.0,1,2026-09-25
mixto2,3,Aymeric Laporte Laporte,Athletic,5.0,1,2026-09-25
mixto2,1,Aymeric Laporte Laporte,Athletic,0.0,1,2026-09-25
mixto2,2,Aymeric Laporte Laporte,Athletic,5.0,1,2026-09-25
mixto2,7,Yuri Berchiche Yuri,Athletic,7.0,1,2026-09-25
mixto2,5,Yuri Berchiche Yuri,Athletic,5.0,1,2026-09-25
mixto2,4,Yuri Berchiche Yuri,Athletic,4.0,1,2026-09-25
mixto2,3,Yuri Berchiche Yuri,Athletic,5.0,1,2026-09-25
mixto2,1,Yuri Berchiche Yuri,Athletic,,0,2026-09-25
mixto2,2,Yuri Berchiche Yuri,Athletic,-9.0,1,2026-09-25
mixto2,7,Iñaki Williams I. Williams,Athletic,1.0,1,2026-09-25
mixto2,5,Iñaki Williams I. Williams,Athletic,3.0,1,2026-09-25
mixto2,4,Iñaki Williams I. Williams,Athletic,4.0,1,2026-09-25
mixto2,3,Iñaki Williams I. Williams,Athletic,3.0,1,2026-09-25
mixto2,1,Iñaki Williams I. Williams,Athletic,1.0,1,2026-09-25
mixto2,2,Iñaki Williams I. Williams,Athletic,2.0,1,2026-09-25
mixto2,7,Yeray Álvarez Yeray,Athletic,,0,2026-09-25
mixto2,5,Yeray Álvarez Yeray,Athletic,3.0,1,2026-09-25
mixto2,4,Yeray Álvarez Yeray,Athletic,5.0,1,2026-09-25
mixto2,3,Yeray Álvarez Yeray,Athletic,,0,2026-09-25
mixto2,1,Yeray Álvarez Yeray,Athletic,2.0,1,2026-09-25
mixto2,2,Yeray Álvarez Yeray,Athletic,3.0,1,2026-09-25
mixto2,7,Álex Berenguer Berenguer,Athletic,3.0,1,2026-09-25
mixto2,5,Álex Berenguer Berenguer,Athletic,6.0,1,2026-09-25
mixto2,4,Álex Berenguer Berenguer,Athletic,2.0,1,2026-09-25
mixto2,3,Álex Berenguer Berenguer,Athletic,13.0,1,2026-09-25
mixto2,1,Álex Berenguer Berenguer,Athletic,3.0,1,2026-09-25
mixto2,2,Álex Berenguer Berenguer,Athletic,2.0,1,2026-09-25
mixto2,7,Unai Simón Unai Simón,Athletic,3.0,1,2026-09-25
mixto2,5,Unai Simón Unai Simón,Athletic,4.0,1,2026-09-25
mixto2,4,Unai Simón Unai Simón,Athletic,9.0,1,2026-09-25
mixto2,3,Unai Simón Unai Simón,Athletic,7.0,1,2026-09-25
mixto2,1,Unai Simón Unai Simón,Athletic,11.0,1,2026-09-25
mixto2,2,Unai Simón Unai Simón,Athletic,-3.0,1,2026-09-25
mixto2,7,Gorka Guruzeta Guruzeta,Athletic,,0,2026-09-25
mixto2,5,Gorka Guruzeta Guruzeta,Athletic,,0,2026-09-25
mixto2,4,Gorka Guruzeta Guruzeta,Athletic,2.0,1,2026-09-25
mixto2,3,Gorka Guruzeta Guruzeta,Athletic,2.0,1,2026-09-25
mixto2,1,Gorka Guruzeta Guruzeta,Athletic,1.0,1,2026-09-25
mixto2,2,Gorka Guruzeta Guruzeta,Athletic,2.0,1,2026-09-25
mixto2,7,Oihan Sancet Sancet,Athletic,-1.0,1,2026-09-25
mixto2,5,Oihan Sancet Sancet,Athletic,4.0,1,2026-09-25
mixto2,4,Oihan Sancet Sancet,Athletic,13.0,1,2026-09-25
mixto2,3,Oihan Sancet Sancet,Athletic,3.0,1,2026-09-25
mixto2,1,Oihan Sancet Sancet,Athletic,3.0,1,2026-09-25
mixto2,2,Oihan Sancet Sancet,Athletic,2.0,1,2026-09-25
mixto2,7,Robert Navarro Navarro,Athletic,6.0,1,2026-09-25
mixto2,5,Robert Navarro Navarro,Athletic,3.0,1,2026-09-25
mixto2,4,Robert Navarro Navarro,Athletic,12.0,1,2026-09-25
mixto2,3,Robert Navarro Navarro,Athletic,12.0,1,2026-09-25
mixto2,1,Robert Navarro Navarro,Athletic,2.0,1,2026-09-25
mixto2,2,Robert Navarro Navarro,Athletic,,0,2026-09-25
mixto2,7,Jesús Areso Areso,Athletic,5.0,1,2026-09-25
mixto2,5,Jesús Areso Areso,Athletic,-1.0,1,2026-09-25
mixto2,4,Jesús Areso Areso,Athletic,5.0,1,2026-09-25
mixto2,3,Jesús Areso Areso,Athletic,6.0,1,2026-09-25
mixto2,1,Jesús Areso Areso,Athletic,,0,2026-09-25
mixto2,2,Jesús Areso Areso,Athletic,-1.0,1,2026-09-25
mixto2,7,Aitor Paredes Paredes,Athletic,8.0,1,2026-09-25
mixto2,5,Aitor Paredes Paredes,Athletic,,0,2026-09-25
mixto2,4,Aitor Paredes Paredes,Athletic,4.0,1,2026-09-25
mixto2,3,Aitor Paredes Paredes,Athletic,5.0,1,2026-09-25
mixto2,1,Aitor Paredes Paredes,Athletic,,0,2026-09-25
mixto2,2,Aitor Paredes Paredes,Athletic,11.0,1,2026-09-25
mixto2,7,Nico Williams N. Williams,Athletic,5.0,1,2026-09-25
mixto2,5,Nico Williams N. Williams,Athletic,7.0,1,2026-09-25
mixto2,4,Nico Williams N. Williams,Athletic,11.0,1,2026-09-25
mixto2,3,Nico Williams N. Williams,Athletic,2.0,1,2026-09-25
mixto2,1,Nico Williams N. Williams,Athletic,2.0,1,2026-09-25
mixto2,2,Nico Williams N. Williams,Athletic,4.0,1,2026-09-25
mixto2,7,Beñat Gerenabarrena Gerenabarrena,Athletic,,0,2026-09-25
mixto2,5,Beñat Gerenabarrena Gerenabarrena,Athletic,2.0,1,2026-09-25
mixto2,4,Beñat Gerenabarrena Gerenabarrena,Athletic,5.0,1,2026-09-25
mixto2,3,Beñat Gerenabarrena Gerenabarrena,Athletic,6.0,1,2026-09-25
mixto2,1,Beñat Gerenabarrena Gerenabarrena,Athletic,3.0,1,2026-09-25
mixto2,2,Beñat Gerenabarrena Gerenabarrena,Athletic,4.0,1,2026-09-25
mixto2,7,Alex Padilla Padilla,Athletic,,0,2026-09-25
mixto2,5,Alex Padilla Padilla,Athletic,,0,2026-09-25
mixto2,4,Alex Padilla Padilla,Athletic,,0,2026-09-25
mixto2,3,Alex Padilla Padilla,Athletic,,0,2026-09-25
mixto2,1,Alex Padilla Padilla,Athletic,,0,2026-09-25
mixto2,2,Alex Padilla Padilla,Athletic,,0,2026-09-25
mixto2,7,Hugo Rincón Rincón,Athletic,,0,2026-09-25
mixto2,5,Hugo Rincón Rincón,Athletic,,0,2026-09-25
mixto2,4,Hugo Rincón Rincón,Athletic,,0,2026-09-25
mixto2,3,Hugo Rincón Rincón,Athletic,,0,2026-09-25
mixto2,1,Hugo Rincón Rincón,Athletic,2.0,1,2026-09-25
mixto2,2,Hugo Rincón Rincón,Athletic,3.0,1,2026-09-25
mixto2,7,Adama Boiro Boiro,Athletic,,0,2026-09-25
mixto2,5,Adama Boiro Boiro,Athletic,2.0,1,2026-09-25
mixto2,4,Adama Boiro Boiro,Athletic,,0,2026-09-25
mixto2,7,Álvaro Djaló Djaló,Athletic,,0,2026-09-25
mixto2,5,Álvaro Djaló Djaló,Athletic,,0,2026-09-25
mixto2,4,Álvaro Djaló Djaló,Athletic,,0,2026-09-25
mixto2,3,Álvaro Djaló Djaló,Athletic,,0,2026-09-25
mixto2,1,Álvaro Djaló Djaló,Athletic,2.0,1,2026-09-25
mixto2,2,Álvaro Djaló Djaló,Athletic,,0,2026-09-25
mixto2,7,Mikel Jauregizar Jauregizar,Athletic,4.0,1,2026-09-25
mixto2,5,Mikel Jauregizar Jauregizar,Athletic,4.0,1,2026-09-25
mixto2,4,Mikel Jauregizar Jauregizar,Athletic,3.0,1,2026-09-25
mixto2,3,Mikel Jauregizar Jauregizar,Athletic,3.0,1,2026-09-25
mixto2,1,Mikel Jauregizar Jauregizar,Athletic,3.0,1,2026-09-25
mixto2,2,Mikel Jauregizar Jauregizar,Athletic,,0,2026-09-25
mixto2,7,Maroan Sannadi Sannadi,Athletic,2.0,1,2026-09-25
mixto2,5,Maroan Sannadi Sannadi,Athletic,2.0,1,2026-09-25
mixto2,4,Maroan Sannadi Sannadi,Athletic,,0,2026-09-25
mixto2,3,Maroan Sannadi Sannadi,Athletic,,0,2026-09-25
mixto2,1,Maroan Sannadi Sannadi,Athletic,,0,2026-09-25
mixto2,2,Maroan Sannadi Sannadi,Athletic,1.0,1,2026-09-25
mixto2,7,Peio Canales Canales,Athletic,3.0,1,2026-09-25
mixto2,5,Peio Canales Canales,Athletic,,0,2026-09-25
mixto2,4,Peio Canales Canales,Athletic,,0,2026-09-25
mixto2,3,Peio Canales Canales,Athletic,3.0,1,2026-09-25
mixto2,1,Peio Canales Canales,Athletic,4.0,1,2026-09-25
mixto2,2,Peio Canales Canales,Athletic,5.0,1,2026-09-25
mixto2,7,Alejandro Rego Rego,Athletic,,0,2026-09-25
mixto2,5,Alejandro Rego Rego,Athletic,,0,2026-09-25
mixto2,4,Alejandro Rego Rego,Athletic,,0,2026-09-25
mixto2,3,Alejandro Rego Rego,Athletic,,0,2026-09-25
mixto2,1,Alejandro Rego Rego,Athletic,,0,2026-09-25
mixto2,2,Alejandro Rego Rego,Athletic,,0,2026-09-25
mixto2,7,Johaneko Louis-Jean Johaneko,Athletic,2.0,1,2026-09-25
mixto2,5,Johaneko Louis-Jean Johaneko,Athletic,3.0,1,2026-09-25
mixto2,4,Johaneko Louis-Jean Johaneko,Athletic,3.0,1,2026-09-25
mixto2,3,Johaneko Louis-Jean Johaneko,Athletic,1.0,1,2026-09-25
mixto2,1,Johaneko Louis-Jean Johaneko,Athletic,5.0,1,2026-09-25
mixto2,2,Johaneko Louis-Jean Johaneko,Athletic,,0,2026-09-25
mixto2,7,Iker Monreal Monreal,Athletic,,0,2026-09-25
mixto2,5,Iker Monreal Monreal,Athletic,,0,2026-09-25
mixto2,4,Iker Monreal Monreal,Athletic,,0,2026-09-25
mixto2,3,Iker Monreal Monreal,Athletic,,0,2026-09-25
mixto2,1,Iker Monreal Monreal,Athletic,,0,2026-09-25
mixto2,2,Iker Monreal Monreal,Athletic,,0,2026-09-25
mixto2,7,Beñat Prados Prados,Athletic,,0,2026-09-25
mixto2,5,Beñat Prados Prados,Athletic,,0,2026-09-25
mixto2,4,Beñat Prados Prados,Athletic,,0,2026-09-25
mixto2,3,Beñat Prados Prados,Athletic,,0,2026-09-25
mixto2,1,Beñat Prados Prados,Athletic,,0,2026-09-25
mixto2,2,Beñat Prados Prados,Athletic,,0,2026-09-25
mixto2,7,Selton Sánchez Selton,Athletic,,0,2026-09-25
mixto2,5,Selton Sánchez Selton,Athletic,,0,2026-09-25
mixto2,4,Selton Sánchez Selton,Athletic,,0,2026-09-25
mixto2,3,Selton Sánchez Selton,Athletic,,0,2026-09-25
mixto2,1,Selton Sánchez Selton,Athletic,,0,2026-09-25
mixto2,2,Selton Sánchez Selton,Athletic,,0,2026-09-25
mixto2,7,Nico Serrano Serrano,Athletic,3.0,1,2026-09-25
mixto2,5,Nico Serrano Serrano,Athletic,,0,2026-09-25
mixto2,4,Nico Serrano Serrano,Athletic,,0,2026-09-25
mixto2,3,Nico Serrano Serrano,Athletic,,0,2026-09-25
mixto2,1,Nico Serrano Serrano,Athletic,,0,2026-09-25
mixto2,2,Nico Serrano Serrano,Athletic,,0,2026-09-25
mixto2,7,Koke Resurrección Koke,Atlético,10.0,1,2026-09-25
mixto2,6,Koke Resurrección Koke,Atlético,6.0,1,2026-09-25
mixto2,5,Koke Resurrección Koke,Atlético,4.0,1,2026-09-25
mixto2,4,Koke Resurrección Koke,Atlético,3.0,1,2026-09-25
mixto2,3,Koke Resurrección Koke,Atlético,4.0,1,2026-09-25
mixto2,2,Koke Resurrección Koke,Atlético,6.0,1,2026-09-25
mixto2,1,Koke Resurrección Koke,Atlético,5.0,1,2026-09-25
mixto2,7,Jan Oblak Oblak,Atlético,4.0,1,2026-09-25
mixto2,6,Jan Oblak Oblak,Atlético,5.0,1,2026-09-25
mixto2,5,Jan Oblak Oblak,Atlético,6.0,1,2026-09-25
mixto2,4,Jan Oblak Oblak,Atlético,0.0,1,2026-09-25
mixto2,3,Jan Oblak Oblak,Atlético,5.0,1,2026-09-25
mixto2,2,Jan Oblak Oblak,Atlético,8.0,1,2026-09-25
mixto2,1,Jan Oblak Oblak,Atlético,4.0,1,2026-09-25
mixto2,7,Marcos Llorente M. Llorente,Atlético,5.0,1,2026-09-25
mixto2,6,Marcos Llorente M. Llorente,Atlético,6.0,1,2026-09-25
mixto2,5,Marcos Llorente M. Llorente,Atlético,5.0,1,2026-09-25
mixto2,4,Marcos Llorente M. Llorente,Atlético,2.0,1,2026-09-25
mixto2,3,Marcos Llorente M. Llorente,Atlético,6.0,1,2026-09-25
mixto2,2,Marcos Llorente M. Llorente,Atlético,4.0,1,2026-09-25
mixto2,1,Marcos Llorente M. Llorente,Atlético,4.0,1,2026-09-25
mixto2,7,Álex Grimaldo Grimaldo,Atlético,7.0,1,2026-09-25
mixto2,6,Álex Grimaldo Grimaldo,Atlético,8.0,1,2026-09-25
mixto2,5,Álex Grimaldo Grimaldo,Atlético,8.0,1,2026-09-25
mixto2,4,Álex Grimaldo Grimaldo,Atlético,0.0,1,2026-09-25
mixto2,3,Álex Grimaldo Grimaldo,Atlético,2.0,1,2026-09-25
mixto2,2,Álex Grimaldo Grimaldo,Atlético,3.0,1,2026-09-25
mixto2,1,Álex Grimaldo Grimaldo,Atlético,,0,2026-09-25
mixto2,7,Ademola Lookman Lookman,Atlético,3.0,1,2026-09-25
mixto2,6,Ademola Lookman Lookman,Atlético,3.0,1,2026-09-25
mixto2,5,Ademola Lookman Lookman,Atlético,-1.0,1,2026-09-25
mixto2,4,Ademola Lookman Lookman,Atlético,-1.0,1,2026-09-25
mixto2,3,Ademola Lookman Lookman,Atlético,10.0,1,2026-09-25
mixto2,2,Ademola Lookman Lookman,Atlético,3.0,1,2026-09-25
mixto2,1,Ademola Lookman Lookman,Atlético,1.0,1,2026-09-25
mixto2,7,Juan Musso Musso,Atlético,,0,2026-09-25
mixto2,6,Juan Musso Musso,Atlético,,0,2026-09-25
mixto2,5,Juan Musso Musso,Atlético,,0,2026-09-25
mixto2,4,Juan Musso Musso,Atlético,,0,2026-09-25
mixto2,3,Juan Musso Musso,Atlético,,0,2026-09-25
mixto2,2,Juan Musso Musso,Atlético,,0,2026-09-25
mixto2,1,Juan Musso Musso,Atlético,,0,2026-09-25
mixto2,7,David Hancko Hancko,Atlético,6.0,1,2026-09-25
mixto2,6,David Hancko Hancko,Atlético,2.0,1,2026-09-25
mixto2,5,David Hancko Hancko,Atlético,4.0,1,2026-09-25
mixto2,4,David Hancko Hancko,Atlético,2.0,1,2026-09-25
mixto2,3,David Hancko Hancko,Atlético,4.0,1,2026-09-25
mixto2,2,David Hancko Hancko,Atlético,4.0,1,2026-09-25
mixto2,1,David Hancko Hancko,Atlético,7.0,1,2026-09-25
mixto2,7,Robin Le Normand Le Normand,Atlético,1.0,1,2026-09-25
mixto2,6,Robin Le Normand Le Normand,Atlético,13.0,1,2026-09-25
mixto2,5,Robin Le Normand Le Normand,Atlético,,0,2026-09-25
mixto2,4,Robin Le Normand Le Normand,Atlético,,0,2026-09-25
mixto2,3,Robin Le Normand Le Normand,Atlético,,0,2026-09-25
mixto2,2,Robin Le Normand Le Normand,Atlético,-8.0,1,2026-09-25
mixto2,1,Robin Le Normand Le Normand,Atlético,4.0,1,2026-09-25
mixto2,7,Kang-In Lee Kang-In Lee,Atlético,5.0,1,2026-09-25
mixto2,6,Kang-In Lee Kang-In Lee,Atlético,14.0,1,2026-09-25
mixto2,5,Kang-In Lee Kang-In Lee,Atlético,2.0,1,2026-09-25
mixto2,4,Kang-In Lee Kang-In Lee,Atlético,3.0,1,2026-09-25
mixto2,3,Kang-In Lee Kang-In Lee,Atlético,6.0,1,2026-09-25
mixto2,2,Kang-In Lee Kang-In Lee,Atlético,3.0,1,2026-09-25
mixto2,1,Kang-In Lee Kang-In Lee,Atlético,14.0,1,2026-09-25
mixto2,7,Álex Baena Baena,Atlético,4.0,1,2026-09-25
mixto2,6,Álex Baena Baena,Atlético,13.0,1,2026-09-25
mixto2,5,Álex Baena Baena,Atlético,1.0,1,2026-09-25
mixto2,4,Álex Baena Baena,Atlético,3.0,1,2026-09-25
mixto2,3,Álex Baena Baena,Atlético,19.0,1,2026-09-25
mixto2,2,Álex Baena Baena,Atlético,2.0,1,2026-09-25
mixto2,1,Álex Baena Baena,Atlético,11.0,1,2026-09-25
mixto2,7,Giuliano Simeone Giuliano,Atlético,8.0,1,2026-09-25
mixto2,6,Giuliano Simeone Giuliano,Atlético,2.0,1,2026-09-25
mixto2,5,Giuliano Simeone Giuliano,Atlético,11.0,1,2026-09-25
mixto2,4,Giuliano Simeone Giuliano,Atlético,-1.0,1,2026-09-25
mixto2,3,Giuliano Simeone Giuliano,Atlético,1.0,1,2026-09-25
mixto2,2,Giuliano Simeone Giuliano,Atlético,11.0,1,2026-09-25
mixto2,1,Giuliano Simeone Giuliano,Atlético,2.0,1,2026-09-25
mixto2,7,Carlos Martín Carlos Martín,Atlético,,0,2026-09-25
mixto2,6,Carlos Martín Carlos Martín,Atlético,,0,2026-09-25
mixto2,5,Carlos Martín Carlos Martín,Atlético,2.0,1,2026-09-25
mixto2,7,Marc Pubill Pubill,Atlético,4.0,1,2026-09-25
mixto2,6,Marc Pubill Pubill,Atlético,3.0,1,2026-09-25
mixto2,5,Marc Pubill Pubill,Atlético,4.0,1,2026-09-25
mixto2,4,Marc Pubill Pubill,Atlético,2.0,1,2026-09-25
mixto2,3,Marc Pubill Pubill,Atlético,5.0,1,2026-09-25
mixto2,2,Marc Pubill Pubill,Atlético,12.0,1,2026-09-25
mixto2,1,Marc Pubill Pubill,Atlético,,0,2026-09-25
mixto2,7,Pablo Barrios Barrios,Atlético,,0,2026-09-25
mixto2,6,Pablo Barrios Barrios,Atlético,,0,2026-09-25
mixto2,5,Pablo Barrios Barrios,Atlético,,0,2026-09-25
mixto2,4,Pablo Barrios Barrios,Atlético,5.0,1,2026-09-25
mixto2,3,Pablo Barrios Barrios,Atlético,9.0,1,2026-09-25
mixto2,2,Pablo Barrios Barrios,Atlético,4.0,1,2026-09-25
mixto2,1,Pablo Barrios Barrios,Atlético,7.0,1,2026-09-25
mixto2,7,Rodrigo Mendoza Mendoza,Atlético,,0,2026-09-25
mixto2,6,Rodrigo Mendoza Mendoza,Atlético,,0,2026-09-25
mixto2,5,Rodrigo Mendoza Mendoza,Atlético,,0,2026-09-25
mixto2,4,Rodrigo Mendoza Mendoza,Atlético,,0,2026-09-25
mixto2,3,Rodrigo Mendoza Mendoza,Atlético,1.0,1,2026-09-25
mixto2,2,Rodrigo Mendoza Mendoza,Atlético,3.0,1,2026-09-25
mixto2,1,Rodrigo Mendoza Mendoza,Atlético,3.0,1,2026-09-25
mixto2,7,Morten Hjulmand Hjulmand,Atlético,1.0,1,2026-09-25
mixto2,6,Morten Hjulmand Hjulmand,Atlético,2.0,1,2026-09-25
mixto2,5,Morten Hjulmand Hjulmand,Atlético,6.0,1,2026-09-25
mixto2,4,Morten Hjulmand Hjulmand,Atlético,4.0,1,2026-09-25
mixto2,3,Morten Hjulmand Hjulmand,Atlético,5.0,1,2026-09-25
mixto2,2,Morten Hjulmand Hjulmand,Atlético,4.0,1,2026-09-25
mixto2,1,Morten Hjulmand Hjulmand,Atlético,3.0,1,2026-09-25
mixto2,7,Arnau Ortiz Ortiz,Atlético,,0,2026-09-25
mixto2,6,Arnau Ortiz Ortiz,Atlético,3.0,1,2026-09-25
mixto2,5,Arnau Ortiz Ortiz,Atlético,3.0,1,2026-09-25
mixto2,4,Arnau Ortiz Ortiz,Atlético,1.0,1,2026-09-25
mixto2,3,Arnau Ortiz Ortiz,Atlético,4.0,1,2026-09-25
mixto2,2,Arnau Ortiz Ortiz,Atlético,,0,2026-09-25
mixto2,1,Arnau Ortiz Ortiz,Atlético,4.0,1,2026-09-25
mixto2,7,Dani Martínez Dani Martínez,Atlético,,0,2026-09-25
mixto2,6,Dani Martínez Dani Martínez,Atlético,,0,2026-09-25
mixto2,5,Dani Martínez Dani Martínez,Atlético,,0,2026-09-25
mixto2,4,Dani Martínez Dani Martínez,Atlético,,0,2026-09-25
mixto2,3,Dani Martínez Dani Martínez,Atlético,,0,2026-09-25
mixto2,2,Dani Martínez Dani Martínez,Atlético,,0,2026-09-25
mixto2,1,Dani Martínez Dani Martínez,Atlético,5.0,1,2026-09-25
mixto2,7,Johnny Cardoso Cardoso,Atlético,3.0,1,2026-09-25
mixto2,6,Johnny Cardoso Cardoso,Atlético,10.0,1,2026-09-25
mixto2,5,Johnny Cardoso Cardoso,Atlético,2.0,1,2026-09-25
mixto2,4,Johnny Cardoso Cardoso,Atlético,2.0,1,2026-09-25
mixto2,3,Johnny Cardoso Cardoso,Atlético,2.0,1,2026-09-25
mixto2,2,Johnny Cardoso Cardoso,Atlético,,0,2026-09-25
mixto2,1,Johnny Cardoso Cardoso,Atlético,,0,2026-09-25
mixto2,7,Salvi Esquivel Esquivel,Atlético,,0,2026-09-25
mixto2,6,Salvi Esquivel Esquivel,Atlético,,0,2026-09-25
mixto2,5,Salvi Esquivel Esquivel,Atlético,,0,2026-09-25
mixto2,4,Salvi Esquivel Esquivel,Atlético,,0,2026-09-25
mixto2,3,Salvi Esquivel Esquivel,Atlético,,0,2026-09-25
mixto2,2,Salvi Esquivel Esquivel,Atlético,,0,2026-09-25
mixto2,1,Salvi Esquivel Esquivel,Atlético,,0,2026-09-25
mixto2,7,Miguel Cubo Cubo,Atlético,,0,2026-09-25
mixto2,6,Miguel Cubo Cubo,Atlético,,0,2026-09-25
mixto2,5,Miguel Cubo Cubo,Atlético,,0,2026-09-25
mixto2,4,Miguel Cubo Cubo,Atlético,,0,2026-09-25
mixto2,3,Miguel Cubo Cubo,Atlético,,0,2026-09-25
mixto2,2,Miguel Cubo Cubo,Atlético,,0,2026-09-25
mixto2,1,Miguel Cubo Cubo,Atlético,,0,2026-09-25
mixto2,7,Jorge Domínguez Jorge Domínguez,Atlético,,0,2026-09-25
mixto2,6,Jorge Domínguez Jorge Domínguez,Atlético,,0,2026-09-25
mixto2,5,Jorge Domínguez Jorge Domínguez,Atlético,,0,2026-09-25
mixto2,4,Jorge Domínguez Jorge Domínguez,Atlético,,0,2026-09-25
mixto2,3,Jorge Domínguez Jorge Domínguez,Atlético,,0,2026-09-25
mixto2,2,Jorge Domínguez Jorge Domínguez,Atlético,,0,2026-09-25
mixto2,1,Jorge Domínguez Jorge Domínguez,Atlético,3.0,1,2026-09-25
mixto2,7,Jorge Castillo Castillo,Atlético,,0,2026-09-25
mixto2,6,Jorge Castillo Castillo,Atlético,,0,2026-09-25
mixto2,5,Jorge Castillo Castillo,Atlético,,0,2026-09-25
mixto2,4,Jorge Castillo Castillo,Atlético,,0,2026-09-25
mixto2,3,Jorge Castillo Castillo,Atlético,,0,2026-09-25
mixto2,2,Jorge Castillo Castillo,Atlético,,0,2026-09-25
mixto2,1,Jorge Castillo Castillo,Atlético,,0,2026-09-25
mixto2,7,Julián Álvarez Alvarez,Atlético,3.0,1,2026-09-25
mixto2,6,Julián Álvarez Alvarez,Atlético,,0,2026-09-25
mixto2,5,Julián Álvarez Alvarez,Atlético,,0,2026-09-25
mixto2,4,Julián Álvarez Alvarez,Atlético,3.0,1,2026-09-25
mixto2,3,Julián Álvarez Alvarez,Atlético,,0,2026-09-25
mixto2,2,Julián Álvarez Alvarez,Atlético,1.0,1,2026-09-25
mixto2,1,Julián Álvarez Alvarez,Atlético,,0,2026-09-25
mixto2,7,Cristian Romero Romero,Atlético,7.0,1,2026-09-25
mixto2,6,Cristian Romero Romero,Atlético,8.0,1,2026-09-25
mixto2,5,Cristian Romero Romero,Atlético,7.0,1,2026-09-25
mixto2,4,Cristian Romero Romero,Atlético,3.0,1,2026-09-25
mixto2,3,Cristian Romero Romero,Atlético,,0,2026-09-25
mixto2,2,Cristian Romero Romero,Atlético,,0,2026-09-25
mixto2,1,Cristian Romero Romero,Atlético,,0,2026-09-25
mixto2,7,Jonathan David Jonathan David,Atlético,9.0,1,2026-09-25
mixto2,6,Jonathan David Jonathan David,Atlético,12.0,1,2026-09-25
mixto2,5,Jonathan David Jonathan David,Atlético,9.0,1,2026-09-25
mixto2,4,Jonathan David Jonathan David,Atlético,,0,2026-09-25
mixto2,7,Obed Vargas Vargas,Atlético,,0,2026-09-25
mixto2,6,Obed Vargas Vargas,Atlético,,0,2026-09-25
mixto2,5,Obed Vargas Vargas,Atlético,,0,2026-09-25
mixto2,4,Obed Vargas Vargas,Atlético,,0,2026-09-25
mixto2,3,Obed Vargas Vargas,Atlético,,0,2026-09-25
mixto2,2,Obed Vargas Vargas,Atlético,,0,2026-09-25
mixto2,1,Obed Vargas Vargas,Atlético,,0,2026-09-25
mixto2,7,Joao Cancelo Cancelo,Barcelona,3.0,1,2026-09-25
mixto2,6,Joao Cancelo Cancelo,Barcelona,14.0,1,2026-09-25
mixto2,5,Joao Cancelo Cancelo,Barcelona,3.0,1,2026-09-25
mixto2,4,Joao Cancelo Cancelo,Barcelona,,0,2026-09-25
mixto2,3,Joao Cancelo Cancelo,Barcelona,3.0,1,2026-09-25
mixto2,1,Joao Cancelo Cancelo,Barcelona,2.0,1,2026-09-25
mixto2,2,Joao Cancelo Cancelo,Barcelona,2.0,1,2026-09-25
mixto2,7,Dani Olmo Olmo,Barcelona,5.0,1,2026-09-25
mixto2,6,Dani Olmo Olmo,Barcelona,9.0,1,2026-09-25
mixto2,5,Dani Olmo Olmo,Barcelona,2.0,1,2026-09-25
mixto2,4,Dani Olmo Olmo,Barcelona,8.0,1,2026-09-25
mixto2,3,Dani Olmo Olmo,Barcelona,5.0,1,2026-09-25
mixto2,1,Dani Olmo Olmo,Barcelona,5.0,1,2026-09-25
mixto2,2,Dani Olmo Olmo,Barcelona,3.0,1,2026-09-25
mixto2,7,Andreas Christensen A. Christensen,Barcelona,3.0,1,2026-09-25
mixto2,6,Andreas Christensen A. Christensen,Barcelona,1.0,1,2026-09-25
mixto2,5,Andreas Christensen A. Christensen,Barcelona,3.0,1,2026-09-25
mixto2,4,Andreas Christensen A. Christensen,Barcelona,4.0,1,2026-09-25
mixto2,3,Andreas Christensen A. Christensen,Barcelona,2.0,1,2026-09-25
mixto2,1,Andreas Christensen A. Christensen,Barcelona,,0,2026-09-25
mixto2,2,Andreas Christensen A. Christensen,Barcelona,5.0,1,2026-09-25
mixto2,7,Wojciech Szczesny Szczesny,Barcelona,,0,2026-09-25
mixto2,6,Wojciech Szczesny Szczesny,Barcelona,-2.0,1,2026-09-25
mixto2,5,Wojciech Szczesny Szczesny,Barcelona,,0,2026-09-25
mixto2,4,Wojciech Szczesny Szczesny,Barcelona,,0,2026-09-25
mixto2,3,Wojciech Szczesny Szczesny,Barcelona,,0,2026-09-25
mixto2,1,Wojciech Szczesny Szczesny,Barcelona,,0,2026-09-25
mixto2,2,Wojciech Szczesny Szczesny,Barcelona,,0,2026-09-25
