jornada,lado,jugador,slug,evento,cantidad,puntos_lf,partido
1,visitante,Pépé,,Minutos jugados,77.0,2.0,22427-racing-villarreal
1,visitante,Pépé,,Goles,1.0,4.0,22427-racing-villarreal
1,visitante,Pépé,,Goles en contra,2.0,-1.0,22427-racing-villarreal
1,visitante,Mikautadze,,Minutos jugados,90.0,2.0,22427-racing-villarreal
1,visitante,Mikautadze,,Goles en contra,2.0,-1.0,22427-racing-villarreal
1,visitante,Freeman,,Minutos jugados,2.0,1.0,22427-racing-villarreal
1,visitante,Akhomach,,Minutos jugados,13.0,1.0,22427-racing-villarreal
1,visitante,Buchanan,,Minutos jugados,34.0,1.0,22427-racing-villarreal
1,visitante,Carlos Macià,,Minutos jugados,34.0,1.0,22427-racing-villarreal
1,visitante,Gerard,,Minutos jugados,34.0,1.0,22427-racing-villarreal
1,local,Courtois,,Minutos jugados,90.0,2.0,22428-real-madrid-real-sociedad
1,local,Konaté,,Minutos jugados,90.0,2.0,22428-real-madrid-real-sociedad
1,local,Konaté,,Tarjetas amarillas,1.0,-1.0,22428-real-madrid-real-sociedad
1,local,Dumfries,,Minutos jugados,90.0,2.0,22428-real-madrid-real-sociedad
1,local,A. F. Carreras,,Minutos jugados,45.0,1.0,22428-real-madrid-real-sociedad
1,local,A. F. Carreras,,Tarjetas amarillas,1.0,-1.0,22428-real-madrid-real-sociedad
1,local,Huijsen,,Minutos jugados,90.0,2.0,22428-real-madrid-real-sociedad
1,local,Bernardo Silva,,Minutos jugados,86.0,2.0,22428-real-madrid-real-sociedad
1,local,Valverde,,Minutos jugados,90.0,2.0,22428-real-madrid-real-sociedad
1,local,Bellingham,,Minutos jugados,78.0,2.0,22428-real-madrid-real-sociedad
1,local,Güler,,Minutos jugados,78.0,2.0,22428-real-madrid-real-sociedad
1,local,Mbappé,,Minutos jugados,90.0,2.0,22428-real-madrid-real-sociedad
1,local,Mbappé,,Goles,3.0,12.0,22428-real-madrid-real-sociedad
1,local,Vinicius,,Minutos jugados,84.0,2.0,22428-real-madrid-real-sociedad
1,local,Vinicius,,Goles,1.0,4.0,22428-real-madrid-real-sociedad
1,local,Cucurella,,Minutos jugados,45.0,1.0,22428-real-madrid-real-sociedad
1,local,Brahim,,Minutos jugados,12.0,1.0,22428-real-madrid-real-sociedad
1,local,Camavinga,,Minutos jugados,12.0,1.0,22428-real-madrid-real-sociedad
1,local,Camavinga,,Tarjetas amarillas,1.0,-1.0,22428-real-madrid-real-sociedad
1,local,Carlos Espí,,Minutos jugados,4.0,1.0,22428-real-madrid-real-sociedad
1,local,Y. Diomande,,Minutos jugados,6.0,1.0,22428-real-madrid-real-sociedad
1,visitante,Remiro,,Minutos jugados,90.0,2.0,22428-real-madrid-real-sociedad
1,visitante,Remiro,,Goles en contra,4.0,-4.0,22428-real-madrid-real-sociedad
1,visitante,Sergio Gómez,,Minutos jugados,90.0,2.0,22428-real-madrid-real-sociedad
1,visitante,Sergio Gómez,,Goles en contra,4.0,-4.0,22428-real-madrid-real-sociedad
1,visitante,Jon Martín,,Minutos jugados,90.0,2.0,22428-real-madrid-real-sociedad
1,visitante,Jon Martín,,Goles en contra,4.0,-4.0,22428-real-madrid-real-sociedad
1,visitante,Aramburu,,Minutos jugados,57.0,1.0,22428-real-madrid-real-sociedad
1,visitante,Aramburu,,Tarjetas amarillas,1.0,-1.0,22428-real-madrid-real-sociedad
1,visitante,Beitia,,Minutos jugados,90.0,2.0,22428-real-madrid-real-sociedad
1,visitante,Beitia,,Goles en contra,4.0,-4.0,22428-real-madrid-real-sociedad
1,visitante,Beitia,,Tarjetas amarillas,1.0,-1.0,22428-real-madrid-real-sociedad
1,visitante,Herrera,,Minutos jugados,66.0,2.0,22428-real-madrid-real-sociedad
1,visitante,Herrera,,Goles en contra,2.0,-1.0,22428-real-madrid-real-sociedad
1,visitante,Herrera,,Tarjetas amarillas,1.0,-1.0,22428-real-madrid-real-sociedad
1,visitante,Kubo,,Minutos jugados,74.0,2.0,22428-real-madrid-real-sociedad
1,visitante,Kubo,,Goles en contra,3.0,-1.0,22428-real-madrid-real-sociedad
1,visitante,L. Sucic,,Minutos jugados,90.0,2.0,22428-real-madrid-real-sociedad
1,visitante,L. Sucic,,Goles,1.0,5.0,22428-real-madrid-real-sociedad
1,visitante,L. Sucic,,Goles en contra,4.0,-2.0,22428-real-madrid-real-sociedad
1,visitante,Turrientes,,Minutos jugados,90.0,2.0,22428-real-madrid-real-sociedad
1,visitante,Turrientes,,Goles en contra,4.0,-2.0,22428-real-madrid-real-sociedad
1,visitante,Ochieng,,Minutos jugados,66.0,2.0,22428-real-madrid-real-sociedad
1,visitante,Ochieng,,Goles en contra,2.0,-1.0,22428-real-madrid-real-sociedad
1,visitante,Oyarzabal,,Minutos jugados,57.0,1.0,22428-real-madrid-real-sociedad
1,visitante,Zubeldia,,Minutos jugados,33.0,1.0,22428-real-madrid-real-sociedad
1,visitante,Zubeldia,,Goles en contra,3.0,-2.0,22428-real-madrid-real-sociedad
1,visitante,Carlos Soler,,Minutos jugados,24.0,1.0,22428-real-madrid-real-sociedad
1,visitante,Carlos Soler,,Goles en contra,2.0,-1.0,22428-real-madrid-real-sociedad
1,visitante,Barrenetxea,,Minutos jugados,24.0,1.0,22428-real-madrid-real-sociedad
1,visitante,Barrenetxea,,Goles en contra,2.0,-1.0,22428-real-madrid-real-sociedad
1,visitante,Guedes,,Minutos jugados,16.0,1.0,22428-real-madrid-real-sociedad
1,visitante,Óskarsson,,Minutos jugados,33.0,1.0,22428-real-madrid-real-sociedad
1,visitante,Óskarsson,,Goles en contra,3.0,-1.0,22428-real-madrid-real-sociedad
1,local,Vlachodimos,,Minutos jugados,90.0,2.0,22429-sevilla-rayo
1,local,Iglesias,,Minutos jugados,90.0,2.0,22429-sevilla-rayo
1,local,Kike Salas,,Minutos jugados,88.0,2.0,22429-sevilla-rayo
1,local,Kike Salas,,Tarjetas rojas,1.0,-3.0,22429-sevilla-rayo
1,local,Suazo,,Minutos jugados,90.0,2.0,22429-sevilla-rayo
1,local,Suazo,,Tarjetas amarillas,1.0,-1.0,22429-sevilla-rayo
1,local,Oso,,Minutos jugados,78.0,2.0,22429-sevilla-rayo
1,local,Sangante,,Minutos jugados,90.0,2.0,22429-sevilla-rayo
1,local,Guridi,,Minutos jugados,82.0,2.0,22429-sevilla-rayo
1,local,Guridi,,Goles,1.0,5.0,22429-sevilla-rayo
1,local,Guridi,,Tarjetas amarillas,1.0,-1.0,22429-sevilla-rayo
1,local,Agoume,,Minutos jugados,90.0,2.0,22429-sevilla-rayo
1,local,Agoume,,Tarjetas amarillas,1.0,-1.0,22429-sevilla-rayo
1,local,Sierra,,Minutos jugados,70.0,2.0,22429-sevilla-rayo
1,local,Romero,,Minutos jugados,45.0,1.0,22429-sevilla-rayo
1,local,Romero,,Tarjetas amarillas,1.0,-1.0,22429-sevilla-rayo
1,local,Manu Bueno,,Minutos jugados,8.0,1.0,22429-sevilla-rayo
1,local,Ejuke,,Minutos jugados,12.0,1.0,22429-sevilla-rayo
1,local,Vargas,,Minutos jugados,20.0,1.0,22429-sevilla-rayo
1,local,Peque,,Minutos jugados,45.0,1.0,22429-sevilla-rayo
1,local,Peque,,Goles,1.0,4.0,22429-sevilla-rayo
1,local,Ure,,Minutos jugados,45.0,1.0,22429-sevilla-rayo
1,visitante,Batalla,,Minutos jugados,90.0,2.0,22429-sevilla-rayo
1,visitante,Batalla,,Goles en contra,2.0,-2.0,22429-sevilla-rayo
1,visitante,Lejeune,,Minutos jugados,90.0,2.0,22429-sevilla-rayo
1,visitante,Lejeune,,Goles en contra,2.0,-2.0,22429-sevilla-rayo
1,visitante,Ratiu,,Minutos jugados,90.0,2.0,22429-sevilla-rayo
1,visitante,Ratiu,,Goles en contra,2.0,-2.0,22429-sevilla-rayo
1,visitante,Balliu,,Minutos jugados,90.0,2.0,22429-sevilla-rayo
1,visitante,Balliu,,Goles en contra,2.0,-2.0,22429-sevilla-rayo
1,visitante,Álvaro García,,Minutos jugados,70.0,2.0,22429-sevilla-rayo
1,visitante,Álvaro García,,Goles,1.0,5.0,22429-sevilla-rayo
1,visitante,Álvaro García,,Tarjetas amarillas,1.0,-1.0,22429-sevilla-rayo
1,visitante,Unai López,,Minutos jugados,78.0,2.0,22429-sevilla-rayo
1,visitante,Unai López,,Tarjetas amarillas,1.0,-1.0,22429-sevilla-rayo
1,visitante,De Frutos,,Minutos jugados,90.0,2.0,22429-sevilla-rayo
1,visitante,De Frutos,,Goles en contra,2.0,-1.0,22429-sevilla-rayo
1,visitante,Valentín,,Minutos jugados,78.0,2.0,22429-sevilla-rayo
1,visitante,Isi,,Minutos jugados,64.0,2.0,22429-sevilla-rayo
1,visitante,Pathé Ciss,,Minutos jugados,90.0,2.0,22429-sevilla-rayo
1,visitante,Pathé Ciss,,Goles en contra,2.0,-1.0,22429-sevilla-rayo
1,visitante,Nteka,,Minutos jugados,65.0,2.0,22429-sevilla-rayo
1,visitante,Pelayo,,Minutos jugados,12.0,1.0,22429-sevilla-rayo
1,visitante,Pedro Díaz,,Minutos jugados,12.0,1.0,22429-sevilla-rayo
1,visitante,Fran Pérez,,Minutos jugados,20.0,1.0,22429-sevilla-rayo
1,visitante,Fran Pérez,,Tarjetas amarillas,1.0,-1.0,22429-sevilla-rayo
1,visitante,Camello,,Minutos jugados,26.0,1.0,22429-sevilla-rayo
1,visitante,Alemão,,Minutos jugados,25.0,1.0,22429-sevilla-rayo
1,visitante,Alemão,,Tarjetas amarillas,1.0,-1.0,22429-sevilla-rayo
1,local,Dimitrievski,,Minutos jugados,90.0,2.0,22430-valencia-betis
1,local,Maffeo,,Minutos jugados,55.0,1.0,22430-valencia-betis
1,local,Diakhaby,,Minutos jugados,90.0,2.0,22430-valencia-betis
1,local,Diakhaby,,Tarjetas amarillas,1.0,-1.0,22430-valencia-betis
1,local,Jesús Vázquez,,Minutos jugados,90.0,2.0,22430-valencia-betis
1,local,Tárrega,,Minutos jugados,90.0,2.0,22430-valencia-betis
1,local,Pepelu,,Minutos jugados,88.0,2.0,22430-valencia-betis
1,local,Guido,,Minutos jugados,88.0,2.0,22430-valencia-betis
1,local,Javi Guerra,,Minutos jugados,90.0,2.0,22430-valencia-betis
1,local,Sato,,Minutos jugados,90.0,2.0,22430-valencia-betis
1,local,Sato,,Tarjetas amarillas,1.0,-1.0,22430-valencia-betis
1,local,Duro,,Minutos jugados,55.0,1.0,22430-valencia-betis
1,local,Danjuma,,Minutos jugados,55.0,1.0,22430-valencia-betis
1,local,Rioja,,Minutos jugados,35.0,1.0,22430-valencia-betis
1,local,Ugrinic,,Minutos jugados,35.0,1.0,22430-valencia-betis
1,local,Dieng,,Minutos jugados,2.0,1.0,22430-valencia-betis
1,local,Sadiq,,Minutos jugados,35.0,1.0,22430-valencia-betis
1,visitante,Valles,,Minutos jugados,90.0,2.0,22430-valencia-betis
1,visitante,Valles,,Goles en contra,0.0,4.0,22430-valencia-betis
1,visitante,D. Llorente,,Minutos jugados,90.0,2.0,22430-valencia-betis
1,visitante,D. Llorente,,Goles en contra,0.0,3.0,22430-valencia-betis
1,visitante,Junior,,Minutos jugados,59.0,1.0,22430-valencia-betis
1,visitante,Junior,,Tarjetas amarillas,1.0,-1.0,22430-valencia-betis
1,visitante,Ortiz,,Minutos jugados,71.0,2.0,22430-valencia-betis
1,visitante,Ortiz,,Goles en contra,0.0,3.0,22430-valencia-betis
1,visitante,Valentín Gómez,,Minutos jugados,90.0,2.0,22430-valencia-betis
1,visitante,Valentín Gómez,,Goles en contra,0.0,3.0,22430-valencia-betis
1,visitante,Fornals,,Minutos jugados,79.0,2.0,22430-valencia-betis
1,visitante,Fornals,,Goles en contra,0.0,2.0,22430-valencia-betis
1,visitante,Riquelme,,Minutos jugados,59.0,1.0,22430-valencia-betis
1,visitante,Deossa,,Minutos jugados,90.0,2.0,22430-valencia-betis
1,visitante,Deossa,,Goles en contra,0.0,2.0,22430-valencia-betis
1,visitante,Bernal,,Minutos jugados,90.0,2.0,22430-valencia-betis
1,visitante,Bernal,,Goles en contra,0.0,2.0,22430-valencia-betis
1,visitante,Cucho,,Minutos jugados,71.0,2.0,22430-valencia-betis
1,visitante,Cucho,,Goles en contra,0.0,1.0,22430-valencia-betis
1,visitante,Antony,,Minutos jugados,90.0,2.0,22430-valencia-betis
1,visitante,Antony,,Goles en contra,0.0,1.0,22430-valencia-betis
1,visitante,Bellerín,,Minutos jugados,19.0,1.0,22430-valencia-betis
1,visitante,Fran García,,Minutos jugados,31.0,1.0,22430-valencia-betis
1,visitante,Isco,,Minutos jugados,31.0,1.0,22430-valencia-betis
1,visitante,Parrott,,Minutos jugados,19.0,1.0,22430-valencia-betis
1,visitante,Pablo García,,Minutos jugados,11.0,1.0,22430-valencia-betis
1,visitante,Pablo García,,Goles,1.0,4.0,22430-valencia-betis
2,local,Unai Simón,,Minutos jugados,90.0,2.0,22433-athletic-sevilla
2,local,Unai Simón,,Goles en contra,3.0,-2.0,22433-athletic-sevilla
2,local,Yuri,,Minutos jugados,11.0,1.0,22433-athletic-sevilla
2,local,Yuri,,Tarjetas rojas,1.0,-3.0,22433-athletic-sevilla
2,local,Yeray,,Minutos jugados,90.0,2.0,22433-athletic-sevilla
2,local,Yeray,,Goles en contra,3.0,-2.0,22433-athletic-sevilla
2,local,Areso,,Minutos jugados,58.0,1.0,22433-athletic-sevilla
2,local,Areso,,Goles en contra,3.0,-2.0,22433-athletic-sevilla
2,local,Paredes,,Minutos jugados,74.0,2.0,22433-athletic-sevilla
2,local,Paredes,,Goles,1.0,6.0,22433-athletic-sevilla
2,local,Paredes,,Goles en contra,3.0,-2.0,22433-athletic-sevilla
2,local,Berenguer,,Minutos jugados,90.0,2.0,22433-athletic-sevilla
2,local,Berenguer,,Goles en contra,3.0,-1.0,22433-athletic-sevilla
2,local,Sancet,,Minutos jugados,90.0,2.0,22433-athletic-sevilla
2,local,Sancet,,Goles en contra,3.0,-1.0,22433-athletic-sevilla
2,local,Gerenabarrena,,Minutos jugados,83.0,2.0,22433-athletic-sevilla
2,local,Gerenabarrena,,Goles en contra,3.0,-1.0,22433-athletic-sevilla
2,local,Canales,,Minutos jugados,90.0,2.0,22433-athletic-sevilla
2,local,Canales,,Goles en contra,3.0,-1.0,22433-athletic-sevilla
2,local,I. Williams,,Minutos jugados,58.0,1.0,22433-athletic-sevilla
2,local,I. Williams,,Goles en contra,3.0,-1.0,22433-athletic-sevilla
2,local,Guruzeta,,Minutos jugados,58.0,1.0,22433-athletic-sevilla
2,local,Guruzeta,,Goles en contra,3.0,-1.0,22433-athletic-sevilla
2,local,Guruzeta,,Tarjetas amarillas,1.0,-1.0,22433-athletic-sevilla
2,local,Laporte,,Minutos jugados,32.0,1.0,22433-athletic-sevilla
2,local,Rincón,,Minutos jugados,16.0,1.0,22433-athletic-sevilla
2,local,R. de Galarreta,,Minutos jugados,7.0,1.0,22433-athletic-sevilla
2,local,R. de Galarreta,,Tarjetas amarillas,1.0,-1.0,22433-athletic-sevilla
2,local,N. Williams,,Minutos jugados,32.0,1.0,22433-athletic-sevilla
2,local,Sannadi,,Minutos jugados,32.0,1.0,22433-athletic-sevilla
2,visitante,Vlachodimos,,Minutos jugados,90.0,2.0,22433-athletic-sevilla
2,visitante,Iglesias,,Minutos jugados,90.0,2.0,22433-athletic-sevilla
2,visitante,Suazo,,Minutos jugados,90.0,2.0,22433-athletic-sevilla
2,visitante,Oso,,Minutos jugados,78.0,2.0,22433-athletic-sevilla
2,visitante,Oso,,Goles,1.0,6.0,22433-athletic-sevilla
2,visitante,Castrín,,Minutos jugados,90.0,2.0,22433-athletic-sevilla
2,visitante,Sangante,,Minutos jugados,68.0,2.0,22433-athletic-sevilla
2,visitante,Sangante,,Goles en contra,0.0,3.0,22433-athletic-sevilla
2,visitante,Guridi,,Minutos jugados,45.0,1.0,22433-athletic-sevilla
2,visitante,Guridi,,Tarjetas amarillas,1.0,-1.0,22433-athletic-sevilla
2,visitante,Agoume,,Minutos jugados,90.0,2.0,22433-athletic-sevilla
2,visitante,Sierra,,Minutos jugados,45.0,1.0,22433-athletic-sevilla
2,visitante,Sierra,,Tarjetas amarillas,1.0,-1.0,22433-athletic-sevilla
2,visitante,Peque,,Minutos jugados,45.0,1.0,22433-athletic-sevilla
2,visitante,Peque,,Tarjetas amarillas,1.0,-1.0,22433-athletic-sevilla
2,visitante,Ure,,Minutos jugados,90.0,2.0,22433-athletic-sevilla
2,visitante,Carmona,,Minutos jugados,22.0,1.0,22433-athletic-sevilla
2,visitante,Julio Díaz,,Minutos jugados,12.0,1.0,22433-athletic-sevilla
2,visitante,Ejuke,,Minutos jugados,45.0,1.0,22433-athletic-sevilla
2,visitante,Ejuke,,Goles,1.0,4.0,22433-athletic-sevilla
2,visitante,Guillén,,Minutos jugados,45.0,1.0,22433-athletic-sevilla
2,visitante,Guillén,,Tarjetas amarillas,1.0,-1.0,22433-athletic-sevilla
2,visitante,Romero,,Minutos jugados,45.0,1.0,22433-athletic-sevilla
2,visitante,Romero,,Goles,1.0,4.0,22433-athletic-sevilla
2,visitante,Romero,,Tarjetas amarillas,1.0,-1.0,22433-athletic-sevilla
2,local,Oblak,,Minutos jugados,90.0,2.0,22434-atletico-villarreal
2,local,Oblak,,Goles en contra,2.0,-2.0,22434-atletico-villarreal
2,local,Grimaldo,,Minutos jugados,90.0,2.0,22434-atletico-villarreal
2,local,Grimaldo,,Goles en contra,2.0,-2.0,22434-atletico-villarreal
2,local,Hancko,,Minutos jugados,90.0,2.0,22434-atletico-villarreal
2,local,Hancko,,Goles en contra,2.0,-2.0,22434-atletico-villarreal
2,local,Le Normand,,Minutos jugados,76.0,2.0,22434-atletico-villarreal
2,local,Le Normand,,Tarjetas rojas,1.0,-3.0,22434-atletico-villarreal
2,local,Pubill,,Minutos jugados,66.0,2.0,22434-atletico-villarreal
2,local,Pubill,,Goles,1.0,6.0,22434-atletico-villarreal
2,local,Koke,,Minutos jugados,66.0,2.0,22434-atletico-villarreal
2,local,Kang-In Lee,,Minutos jugados,66.0,2.0,22434-atletico-villarreal
2,local,Giuliano,,Minutos jugados,90.0,2.0,22434-atletico-villarreal
2,local,Giuliano,,Goles,1.0,4.0,22434-atletico-villarreal
2,local,Giuliano,,Goles en contra,2.0,-1.0,22434-atletico-villarreal
2,local,Mendoza,,Minutos jugados,45.0,1.0,22434-atletico-villarreal
2,local,Hjulmand,,Minutos jugados,90.0,2.0,22434-atletico-villarreal
2,local,Hjulmand,,Goles en contra,2.0,-1.0,22434-atletico-villarreal
2,local,Hjulmand,,Tarjetas amarillas,1.0,-1.0,22434-atletico-villarreal
2,local,Lookman,,Minutos jugados,79.0,2.0,22434-atletico-villarreal
2,local,Lookman,,Goles en contra,2.0,-1.0,22434-atletico-villarreal
2,local,Giménez,,Minutos jugados,11.0,1.0,22434-atletico-villarreal
2,local,Giménez,,Tarjetas amarillas,1.0,-1.0,22434-atletico-villarreal
2,local,M. Llorente,,Minutos jugados,24.0,1.0,22434-atletico-villarreal
2,local,Baena,,Minutos jugados,45.0,1.0,22434-atletico-villarreal
2,local,Baena,,Goles en contra,2.0,-1.0,22434-atletico-villarreal
2,local,Baena,,Tarjetas amarillas,1.0,-1.0,22434-atletico-villarreal
2,local,Barrios,,Minutos jugados,24.0,1.0,22434-atletico-villarreal
2,local,Alvarez,,Minutos jugados,24.0,1.0,22434-atletico-villarreal
2,visitante,Luiz Junior,,Minutos jugados,90.0,2.0,22434-atletico-villarreal
2,visitante,Luiz Junior,,Goles en contra,2.0,-2.0,22434-atletico-villarreal
2,visitante,Foyth,,Minutos jugados,90.0,2.0,22434-atletico-villarreal
2,visitante,Foyth,,Goles en contra,2.0,-2.0,22434-atletico-villarreal
2,visitante,Foyth,,Tarjetas amarillas,1.0,-1.0,22434-atletico-villarreal
2,visitante,Veiga,,Minutos jugados,90.0,2.0,22434-atletico-villarreal
2,visitante,Veiga,,Goles en contra,2.0,-2.0,22434-atletico-villarreal
2,visitante,Romero,,Minutos jugados,90.0,2.0,22434-atletico-villarreal
2,visitante,Romero,,Goles en contra,2.0,-2.0,22434-atletico-villarreal
2,visitante,Mouriño,,Minutos jugados,90.0,2.0,22434-atletico-villarreal
2,visitante,Mouriño,,Goles en contra,2.0,-2.0,22434-atletico-villarreal
2,visitante,Mouriño,,Tarjetas amarillas,1.0,-1.0,22434-atletico-villarreal
2,visitante,Comesaña,,Minutos jugados,85.0,2.0,22434-atletico-villarreal
2,visitante,Pape Gueye,,Minutos jugados,90.0,2.0,22434-atletico-villarreal
2,visitante,Pape Gueye,,Goles en contra,2.0,-1.0,22434-atletico-villarreal
2,visitante,Moleiro,,Minutos jugados,61.0,2.0,22434-atletico-villarreal
2,visitante,Ayoze,,Minutos jugados,61.0,2.0,22434-atletico-villarreal
2,visitante,Pépé,,Minutos jugados,79.0,2.0,22434-atletico-villarreal
2,visitante,Mikautadze,,Minutos jugados,79.0,2.0,22434-atletico-villarreal
2,visitante,Mikautadze,,Goles,1.0,4.0,22434-atletico-villarreal
2,visitante,Akhomach,,Minutos jugados,11.0,1.0,22434-atletico-villarreal
2,visitante,Buchanan,,Minutos jugados,29.0,1.0,22434-atletico-villarreal
2,visitante,Carlos Macià,,Minutos jugados,11.0,1.0,22434-atletico-villarreal
2,visitante,Gerard,,Minutos jugados,29.0,1.0,22434-atletico-villarreal
2,visitante,Gerard,,Goles,1.0,4.0,22434-atletico-villarreal
2,visitante,Oluwaseyi,,Minutos jugados,5.0,1.0,22434-atletico-villarreal
2,local,Dituro,,Minutos jugados,90.0,2.0,22435-elche-barcelona
2,local,Dituro,,Goles en contra,5.0,-4.0,22435-elche-barcelona
2,local,Chust,,Minutos jugados,90.0,2.0,22435-elche-barcelona
2,local,Chust,,Goles en contra,5.0,-4.0,22435-elche-barcelona
2,local,Affengruber,,Minutos jugados,90.0,2.0,22435-elche-barcelona
2,local,Affengruber,,Goles en contra,5.0,-4.0,22435-elche-barcelona
2,local,Sangaré,,Minutos jugados,90.0,2.0,22435-elche-barcelona
2,local,Sangaré,,Goles en contra,5.0,-4.0,22435-elche-barcelona
2,local,Villar,,Minutos jugados,90.0,2.0,22435-elche-barcelona
2,local,Villar,,Goles en contra,5.0,-2.0,22435-elche-barcelona
2,local,Tete Morente,,Minutos jugados,64.0,2.0,22435-elche-barcelona
2,local,Tete Morente,,Goles en contra,2.0,-1.0,22435-elche-barcelona
2,local,Valera,,Minutos jugados,90.0,2.0,22435-elche-barcelona
2,local,Valera,,Goles en contra,5.0,-2.0,22435-elche-barcelona
2,local,Aguado,,Minutos jugados,64.0,2.0,22435-elche-barcelona
2,local,Aguado,,Goles en contra,2.0,-1.0,22435-elche-barcelona
2,local,Ali Houary,,Minutos jugados,64.0,2.0,22435-elche-barcelona
2,local,Ali Houary,,Goles en contra,2.0,-1.0,22435-elche-barcelona
2,local,Ali Houary,,Tarjetas amarillas,1.0,-1.0,22435-elche-barcelona
2,local,Redondo,,Minutos jugados,81.0,2.0,22435-elche-barcelona
2,local,Redondo,,Goles en contra,5.0,-2.0,22435-elche-barcelona
2,local,Fer Niño,,Minutos jugados,69.0,2.0,22435-elche-barcelona
2,local,Fer Niño,,Goles en contra,3.0,-1.0,22435-elche-barcelona
2,local,Bigas,,Minutos jugados,9.0,1.0,22435-elche-barcelona
2,local,Buonanotte,,Minutos jugados,26.0,1.0,22435-elche-barcelona
2,local,Buonanotte,,Goles en contra,3.0,-1.0,22435-elche-barcelona
2,local,Martim Neto,,Minutos jugados,26.0,1.0,22435-elche-barcelona
2,local,Martim Neto,,Goles en contra,3.0,-1.0,22435-elche-barcelona
2,local,Cepeda,,Minutos jugados,26.0,1.0,22435-elche-barcelona
2,local,Cepeda,,Goles en contra,3.0,-1.0,22435-elche-barcelona
2,local,Ponce,,Minutos jugados,21.0,1.0,22435-elche-barcelona
